id,features
315,"[-0.4724423885345459, 0.12155141681432724, -0.9647131562232971, 0.24927499890327454, -0.007768533192574978, 0.6024559140205383, 0.5768372416496277, 0.01610402762889862, -0.326617956161499, -0.3003757894039154, -0.09791038185358047, -0.19005221128463745, -0.46683117747306824, -0.020543845370411873, -0.09466329962015152, 0.3799712359905243, 0.31016314029693604, 0.3757244944572449, 0.4381636083126068, -0.25225764513015747, 0.3517659306526184, -0.06707607209682465, 0.08917704224586487, 0.2815956771373749, 0.14737112820148468, -0.1819879114627838, 0.1323762834072113, 0.6195713877677917, -0.10226982086896896, 0.21365495026111603]"
325,"[-0.6314675807952881, 0.29448220133781433, 0.08884046971797943, 0.4521736800670624, -0.22653600573539734, 0.23271478712558746, 0.30588576197624207, -0.10891847312450409, -0.3911660313606262, -0.15010197460651398, -0.22472761571407318, -0.57061368227005, -0.28022027015686035, 0.0069796438328921795, 0.05458023026585579, 0.8771992921829224, 0.12685836851596832, 0.1135730966925621, 0.2337028980255127, -0.5529018044471741, 0.40824928879737854, -0.3718562424182892, 0.09956028312444687, 0.4176842272281647, 0.19619961082935333, 0.20659780502319336, -0.045785460621118546, 0.9735548496246338, 0.04869961366057396, -0.4084291458129883]"
335,"[-1.058091163635254, -0.225683331489563, -0.7338160872459412, -0.019147776067256927, -0.4026671051979065, 0.09392493963241577, 0.8716006875038147, 0.17188704013824463, -0.18150322139263153, -0.29369881749153137, 0.07240307331085205, -0.15696139633655548, -0.4815380871295929, -0.6791639924049377, -0.4940895140171051, -0.01356500107795, 0.5023492574691772, -0.2830246090888977, -0.04260626435279846, -0.11091407388448715, -0.22172637283802032, -0.16510868072509766, -0.10029182583093643, 0.3098967671394348, 0.11992421746253967, 0.22649118304252625, 0.4527333378791809, 0.8210386633872986, 0.07761557400226593, -0.47947582602500916]"
345,"[-0.646539032459259, 0.28128135204315186, -0.6169254779815674, 0.314805269241333, -0.708238959312439, -0.014149010181427002, 0.3120982348918915, 0.1403367519378662, 0.08331222832202911, -0.4078592360019684, 0.09023620933294296, -0.3331577777862549, -0.7632007598876953, -0.47302138805389404, -0.19760145246982574, 0.44159606099128723, 0.5494518280029297, 0.1727524697780609, 0.08017189800739288, -0.5351969599723816, 0.4259065091609955, -0.04192829504609108, 0.07244345545768738, 0.551608681678772, 0.02984577603638172, -0.2561889886856079, 0.261355996131897, 0.8079119324684143, -0.06428784877061844, 0.038022708147764206]"
355,"[-0.756069540977478, -0.11134130507707596, -0.15109558403491974, 0.25206083059310913, -0.7908037304878235, -0.3555856943130493, 0.6679388880729675, 0.0850166454911232, -0.3739463686943054, 0.09151915460824966, -0.20642885565757751, -0.281855970621109, -0.47382599115371704, -0.5920835733413696, -0.30146437883377075, 0.5361374020576477, 0.6525632739067078, -0.2942207455635071, 0.2671565115451813, -0.5342126488685608, 0.13461990654468536, -0.3821463882923126, 0.10744673758745193, 0.43877485394477844, 0.1036161556839943, 0.36555159091949463, 0.4256924092769623, 0.411448210477829, -0.459913045167923, -0.43531766533851624]"
365,"[-0.27494630217552185, 0.6386343240737915, -0.5772081017494202, 0.3576132357120514, -0.15514695644378662, 0.31460121273994446, 0.5066335201263428, -0.6583553552627563, -0.12067195773124695, -0.10306107252836227, -0.34087634086608887, 0.5840550065040588, -0.7941634654998779, 0.10778514295816422, -0.4849066138267517, 0.2319324016571045, 0.2962265610694885, -0.3601599931716919, 0.15919233858585358, -0.5735251903533936, 0.20904572308063507, 0.19869348406791687, -0.05705326423048973, 0.134109228849411, 0.13479144871234894, -0.17382878065109253, 0.623310387134552, 0.32798051834106445, 0.047015637159347534, -0.09896698594093323]"
375,"[-1.0816453695297241, 0.1133342757821083, -0.0925472229719162, 0.24245183169841766, -0.5320507884025574, 0.6185922026634216, 0.620252251625061, 0.0652439296245575, -0.05490903556346893, -0.03374309092760086, 0.10113146156072617, 0.08429968357086182, -0.26011690497398376, -0.32502123713493347, -0.4839281737804413, 0.8423911929130554, -0.12869834899902344, 0.3744392395019531, 0.6845777630805969, -0.20919467508792877, 0.31851860880851746, 0.2342231124639511, -0.02020377106964588, 0.44086042046546936, -0.03358401358127594, 0.4302360713481903, 0.11838367581367493, 0.7931873202323914, 0.4868447780609131, -0.6145923137664795]"
385,"[-0.6753314137458801, 0.3994256556034088, -0.3102409541606903, 0.20068781077861786, -0.4517081677913666, 0.08743041753768921, 0.631252110004425, 0.24957381188869476, -0.3740265667438507, 0.0073504019528627396, 0.16570638120174408, -0.042546190321445465, -0.3298617899417877, -0.1798635870218277, -0.32826662063598633, 0.3956991136074066, 0.8003843426704407, 0.21721427142620087, 0.3473937511444092, -0.17465324699878693, 0.2834240198135376, -0.11349444836378098, 0.19734612107276917, 0.36346346139907837, -0.012217584066092968, 0.20924140512943268, -0.14939041435718536, 0.6852535009384155, -0.045718468725681305, -0.41462042927742004]"
395,"[-0.405674010515213, 0.04402818903326988, 0.021501444280147552, 0.7195709347724915, -1.1972211599349976, 0.16508576273918152, -0.0059205470606684685, 0.13620319962501526, -0.3281823396682739, -0.10128108412027359, 0.31107082962989807, -0.06320229917764664, -0.5105968713760376, -0.4126076400279999, -0.36674588918685913, 0.29228776693344116, 0.1783694475889206, 0.18341340124607086, 0.15100935101509094, 0.03601216897368431, 0.0369313508272171, -0.45390671491622925, 0.4888000786304474, 0.5423004627227783, -0.31574785709381104, 0.21588140726089478, 0.4022158086299896, 0.1405138522386551, -0.19924472272396088, -0.1807398498058319]"
405,"[-0.6355616450309753, 0.13043902814388275, -0.09685849398374557, 0.5087332129478455, -0.5483949780464172, 0.2556086480617523, 0.3468969166278839, -0.09756126999855042, -0.43192756175994873, -0.24357819557189941, 0.015427966602146626, -0.45055481791496277, -0.26465001702308655, -0.3455604612827301, -0.42749378085136414, 0.655755877494812, 0.2537633180618286, 0.1926029920578003, 0.4551464021205902, -0.4459628462791443, 0.1451481431722641, -0.4927845001220703, -0.0606377050280571, 0.7650023698806763, -0.32405221462249756, 0.08898846805095673, 0.11787618696689606, 0.49167144298553467, 0.00569493044167757, -0.14231504499912262]"
415,"[-0.7789513468742371, 0.38301143050193787, -0.49923479557037354, 0.4282469153404236, -0.5288735032081604, 0.09582013636827469, 0.5801305174827576, -0.04803289845585823, -0.2876894772052765, -0.23981736600399017, -0.03315724804997444, -0.41725584864616394, -0.4844830334186554, -0.11678621917963028, -0.17128191888332367, 0.6460979580879211, 0.2959998548030853, 0.12765948474407196, 0.13226982951164246, -0.36865004897117615, 0.2765324115753174, -0.27262717485427856, 0.2689448595046997, 0.44446861743927, 0.1209377571940422, 0.015822380781173706, -0.006800174247473478, 0.644773542881012, 0.06160876899957657, -0.27796676754951477]"
425,"[-0.5830400586128235, 0.041411060839891434, -0.27068376541137695, 0.5228346586227417, -0.7038748860359192, 0.21360090374946594, 0.3551846742630005, -0.057242441922426224, -0.20545269548892975, -0.17873507738113403, -0.007313856389373541, -0.2401910275220871, -0.5461215376853943, -0.4508340060710907, -0.302152544260025, 0.6426514387130737, 0.34359779953956604, 0.14117464423179626, 0.11499649286270142, -0.3828752338886261, 0.13210147619247437, -0.31109243631362915, -0.0378708578646183, 0.2846240699291229, -0.30227673053741455, 0.04635978490114212, 0.18097235262393951, 0.5614078044891357, -0.11327150464057922, -0.3288225531578064]"
435,"[-0.9938693642616272, 0.5001888275146484, -0.4548824727535248, 0.5070987343788147, -0.7065199613571167, 0.2263857126235962, 0.6161655783653259, -0.13538086414337158, -0.34383389353752136, -0.022648530080914497, -0.12691721320152283, -0.18976467847824097, -0.7739412188529968, -0.28764811158180237, -0.6545747518539429, 0.5431511402130127, 0.219870463013649, -0.04626575484871864, 0.021743960678577423, -0.2808781862258911, 0.2877025604248047, -0.19663293659687042, 0.5112762451171875, 0.4108922481536865, -0.4164588153362274, 0.09892299026250839, 0.22019712626934052, 0.45021212100982666, -0.1912500113248825, -0.12056680023670197]"
445,"[-0.8040059804916382, -0.09600251168012619, -0.25542354583740234, 0.3669236898422241, -0.5278371572494507, 0.3425675928592682, 0.4555065333843231, -0.006263617426156998, -0.4479965269565582, -0.2975619435310364, 0.1376185566186905, -0.5919232964515686, -0.3728245794773102, -0.37245869636535645, -0.4563266932964325, 0.4519541561603546, 0.6094975471496582, 0.30171313881874084, 0.5102919936180115, 0.12326756864786148, 0.20863661170005798, -0.5083075165748596, 0.25400328636169434, 0.40142613649368286, 0.13291575014591217, 0.30159011483192444, 0.2272781878709793, 0.2118249237537384, -0.12085884064435959, -0.41316860914230347]"
455,"[-0.6528521180152893, 0.08630388230085373, -0.13331034779548645, 0.38027721643447876, -0.634063720703125, -0.07394891232252121, 0.8148710131645203, -0.25699108839035034, -0.13651509582996368, 0.11570128053426743, -0.09949813038110733, -0.25299927592277527, -0.5424520373344421, -0.20394714176654816, -0.2349509298801422, 0.5997457504272461, 0.14365480840206146, 0.13079127669334412, 0.2400795817375183, -0.3190498352050781, 0.36999890208244324, 0.08651884645223618, 0.04694659262895584, 0.23457500338554382, 0.09353181719779968, -0.24784597754478455, 0.27055150270462036, 0.7092040181159973, -0.09878197312355042, -0.004373321309685707]"
465,"[-0.8856843709945679, 0.1528627574443817, -0.34399890899658203, 0.41787853837013245, -0.3553672432899475, 0.002469512401148677, 0.6844663619995117, 0.19573818147182465, -0.013109899125993252, -0.38686928153038025, -0.017426522448658943, -0.48613059520721436, -0.3198651075363159, -0.24007950723171234, -0.10302481800317764, 0.692644476890564, 0.2055286318063736, -0.03137495741248131, 0.21036508679389954, -0.48350274562835693, 0.5112022161483765, -0.20162074267864227, 0.24446509778499603, 0.6019138693809509, 0.09971000254154205, 0.04989622160792351, -0.07050623744726181, 0.8812466263771057, 0.008462140336632729, -0.17510637640953064]"
475,"[-0.7519693970680237, 0.02724376507103443, -0.24740780889987946, 0.5921230316162109, -0.9017273783683777, 0.13886702060699463, 0.5240530967712402, 0.11334648728370667, -0.30106502771377563, 0.15894368290901184, -0.0120018245652318, -0.2077876180410385, -0.9092621803283691, -0.33498823642730713, -0.34083789587020874, 0.5203618407249451, 0.7245659828186035, 0.1343194842338562, 0.3346961736679077, -0.4225103557109833, 0.343056321144104, -0.20525890588760376, 0.34363314509391785, 0.6820342540740967, -0.2568040192127228, -0.2027045339345932, 0.4399975836277008, 0.6551761627197266, 0.03346875309944153, -0.2573375999927521]"
485,"[-0.8348576426506042, 0.29972249269485474, 0.1400032639503479, 0.55805903673172, -1.2308589220046997, -0.17095117270946503, 0.8525841236114502, 0.30536919832229614, 0.017811929807066917, 0.4450247287750244, -0.3490079641342163, -0.1681990772485733, -0.6469746232032776, -0.5279428362846375, -0.1419641077518463, 0.11767789721488953, 0.033592693507671356, -0.4710806608200073, -0.127816841006279, -0.6417556405067444, 0.5248138308525085, -0.17634989321231842, 0.4414469003677368, 0.5469642281532288, -0.03009023517370224, -0.5460339784622192, -0.44164469838142395, 0.7111557126045227, -0.36978235840797424, 0.09295918047428131]"
495,"[-1.2916185855865479, 0.14209207892417908, -0.3817318379878998, 0.1982174813747406, -0.6166314482688904, 0.43288707733154297, 0.5629917979240417, -0.04762204736471176, -0.14314128458499908, -0.5780622363090515, -0.04034331440925598, 0.17768612504005432, -0.6491161584854126, -0.476945698261261, -0.06469709426164627, 0.22678130865097046, 0.6416460275650024, -0.12828288972377777, 0.22638800740242004, -0.4036625921726227, 0.17270420491695404, -0.38896775245666504, -0.21107642352581024, -0.00040856085252016783, 0.00589870847761631, -0.5205852389335632, 0.3542226254940033, 0.7303751707077026, -0.18660743534564972, -0.2588667571544647]"
505,"[-0.7448055744171143, 0.07220863550901413, -0.4675392508506775, 0.40854352712631226, -0.7019999623298645, 0.22600819170475006, 0.33755797147750854, -0.1168062835931778, -0.5802576541900635, -0.2810899615287781, -0.15324072539806366, -0.5982187986373901, -0.8424359560012817, 0.19437365233898163, 0.008939363062381744, 0.7412216067314148, 0.14900660514831543, -0.19705332815647125, 0.09294457733631134, -0.4114396274089813, 0.48154717683792114, -0.537700355052948, 0.0917753353714943, 0.5715605020523071, -0.03333815932273865, 0.21684542298316956, 0.2615664601325989, 0.6478611826896667, 0.24172091484069824, -0.06396357715129852]"
515,"[-1.1048519611358643, 0.31390267610549927, -0.41550925374031067, 0.48119503259658813, -0.5579519271850586, 0.15416431427001953, 0.578970730304718, -0.054241444915533066, -0.26119500398635864, -0.2673564851284027, -0.06338603794574738, -0.3156610131263733, -0.4884146749973297, -0.30096954107284546, -0.3413369655609131, 0.5497004985809326, 0.30889973044395447, -0.029536519199609756, 0.09400300681591034, -0.42501112818717957, 0.39776375889778137, -0.12195538729429245, 0.3293684422969818, 0.2188049703836441, -0.05448082461953163, 0.06640443950891495, 0.2027210295200348, 0.6063300967216492, 0.04795389249920845, -0.163712739944458]"
525,"[-0.7440019845962524, 0.05581061542034149, -0.3348484933376312, 0.23372799158096313, -0.7010552883148193, 0.12513324618339539, 0.39473575353622437, 0.15453936159610748, -0.11970465630292892, -0.16968747973442078, -0.10527200251817703, 0.0034132469445466995, -0.6715810298919678, -0.29658225178718567, -0.44999000430107117, 0.551536500453949, 0.5162827968597412, 0.24173720180988312, 0.33372440934181213, -0.21275031566619873, 0.001997715327888727, -0.1842275857925415, 0.23169760406017303, 0.32069048285484314, 0.07302750647068024, 0.028235306963324547, 0.28377482295036316, 0.6738646030426025, -0.18623396754264832, -0.22261668741703033]"
535,"[-0.7642444968223572, 0.3895235061645508, -0.5904744863510132, -0.06591799855232239, 0.02771845832467079, -0.23745349049568176, 0.14908213913440704, 0.2904086410999298, -0.19786255061626434, -0.05811868980526924, 0.16829007863998413, -0.7650862336158752, -0.503809928894043, -0.1571459323167801, 0.3791010081768036, 1.153926134109497, 0.5134514570236206, -0.6546974778175354, 0.11448304355144501, 0.012799113988876343, 0.35072413086891174, -0.27471840381622314, 0.3426115810871124, 0.2230852097272873, 0.031280986964702606, 0.3057936131954193, 0.12399261444807053, 0.43973401188850403, 0.2482060194015503, -0.2507384717464447]"
545,"[-0.589339017868042, 0.32569894194602966, 0.07133767008781433, 0.46006226539611816, -0.7073326110839844, -0.09390867501497269, 0.6847971081733704, -0.03767891600728035, -0.1956605166196823, -0.20420783758163452, 0.20707719027996063, -0.13325798511505127, -0.748479962348938, -0.6975160837173462, -0.2819209098815918, 0.7033342719078064, 0.36141225695610046, 0.08674489706754684, 0.20639941096305847, -0.14408737421035767, 0.2937575578689575, -0.41077446937561035, 0.23201054334640503, 0.5832181572914124, -0.003859826596453786, -0.35024258494377136, 0.2724468410015106, 0.4997554421424866, -0.11025816202163696, -0.1977318525314331]"
555,"[-0.6906735301017761, 0.4612792730331421, -0.30306220054626465, 0.28133994340896606, -0.674189567565918, 0.22728820145130157, 0.5337903499603271, -0.04694947972893715, -0.30222266912460327, -0.42059022188186646, 0.05053350701928139, -0.02772475779056549, -0.5077180862426758, -0.5924942493438721, -0.38158032298088074, 0.7288463115692139, 0.7525164484977722, -0.2736124098300934, 0.12107505649328232, -0.445840060710907, -0.0010961017105728388, 0.13945071399211884, -0.2932349741458893, 0.6531533598899841, 0.2520460784435272, -0.03267110139131546, 0.47686007618904114, 0.5015673637390137, -0.0019111972069367766, -0.23930583894252777]"
565,"[-0.8816620111465454, -0.051329780369997025, -0.30827364325523376, 0.3746730089187622, -0.547489583492279, -0.09794153273105621, 0.5047176480293274, -0.3095083236694336, -0.17312629520893097, 0.15831764042377472, -0.051259469240903854, -0.46021294593811035, -0.6562645435333252, -0.42837515473365784, 0.006172536872327328, 0.7769367694854736, 0.07059638947248459, 0.05925188958644867, 0.056645896285772324, -0.17186689376831055, 0.332232266664505, -0.19244921207427979, 0.08823700249195099, 0.19757400453090668, -0.015959519892930984, 0.10615275055170059, 0.14889876544475555, 0.6780564785003662, 0.11788322031497955, -0.3512440323829651]"
575,"[-0.712481677532196, -0.03364521265029907, -0.49517637491226196, 0.38443461060523987, -0.4130633771419525, -0.26559528708457947, 0.5805904269218445, 0.06978926807641983, -0.5192431211471558, -0.3278723657131195, -0.16638940572738647, -0.5145359635353088, -0.4510798454284668, -0.30209633708000183, -0.15653422474861145, 0.6422885656356812, 0.17842665314674377, 0.24233195185661316, 0.20355018973350525, -0.10419215261936188, 0.5271480679512024, -0.11261364072561264, -0.2371748983860016, 0.27301234006881714, -0.429863840341568, 0.13532383739948273, 0.6917297840118408, 0.4641890525817871, -0.14314107596874237, -0.41752228140830994]"
585,"[-0.9285038709640503, 0.09082086384296417, -0.3560071587562561, 0.5259208083152771, -0.6293339133262634, 0.17096465826034546, 0.37997955083847046, 0.0035803888458758593, -0.4164362847805023, -0.15239916741847992, 0.08346875011920929, -0.23779472708702087, -0.41998937726020813, -0.17491929233074188, -0.32656413316726685, 0.9292630553245544, 0.43868982791900635, -0.04262087121605873, 0.20494899153709412, -0.31644901633262634, 0.3756001889705658, -0.4629044234752655, -0.004934424068778753, 0.49250414967536926, -0.30045831203460693, 0.21415556967258453, 0.16881924867630005, 0.33657634258270264, 0.21236851811408997, -0.3058535158634186]"
595,"[-1.1696463823318481, 0.43937236070632935, -0.24009041488170624, 0.4239720404148102, -0.3710726797580719, 0.05349334701895714, 0.6369501948356628, -0.15417304635047913, -0.1270424723625183, 0.01709471270442009, -0.06741590797901154, -0.5792174339294434, -0.26798656582832336, -0.5357347130775452, -0.038625143468379974, 0.7524296045303345, 0.5486133694648743, 0.19898392260074615, 0.0698106437921524, -0.45669838786125183, 0.24223875999450684, -0.36973533034324646, 0.5336167216300964, 0.2960328161716461, -0.07733777165412903, -0.0069052535109221935, 0.2196110486984253, 0.5110894441604614, 0.030357908457517624, -0.22800253331661224]"
605,"[-0.865504801273346, -0.0037095488514751196, -0.13945788145065308, 0.4943917691707611, -0.775388240814209, -0.03283217176795006, 0.2552432417869568, 0.1828835904598236, -0.4805358648300171, 0.17177893221378326, 0.06729383766651154, 0.20192669332027435, -0.5175511240959167, 0.08448123931884766, -0.2256932407617569, 0.18946143984794617, 0.3879217207431793, 0.3682067096233368, 0.13296660780906677, -0.26288551092147827, 0.22923524677753448, -0.36900636553764343, 0.6261486411094666, 0.43671730160713196, 0.2214565873146057, -0.1255967915058136, 0.4446113407611847, 0.6899740099906921, -0.17112946510314941, -0.08941790461540222]"
6,"[-0.5389189124107361, 0.0915980413556099, 0.0453970693051815, 0.5664685964584351, -0.8711610436439514, 0.16820363700389862, 0.7503551244735718, 0.06208300590515137, -0.06534886360168457, -0.2240956574678421, -0.03059030883014202, -0.07140637934207916, -0.7380209565162659, -0.1938047856092453, -0.7021782398223877, 0.4610314667224884, 0.33952993154525757, -0.07682866603136063, 0.07566902041435242, -0.5502278208732605, 0.4230653643608093, 0.03417584300041199, 0.4296071529388428, 0.3666505217552185, -0.1404697597026825, -0.5070089101791382, 0.23941026628017426, 0.42395949363708496, -0.37419790029525757, 0.12056184560060501]"
16,"[-0.7427895069122314, 0.06430603563785553, -0.1311144232749939, 0.09444127976894379, -0.20340964198112488, 0.3283085525035858, 0.4600001871585846, -0.12857618927955627, -0.32567253708839417, -0.0460473857820034, 0.03251826763153076, -0.22160197794437408, -0.41439804434776306, -0.07077299803495407, -0.04561913013458252, 0.661417543888092, 0.43547913432121277, 0.055851567536592484, 0.17894884943962097, -0.5683015584945679, 0.0023610517382621765, -0.05029592290520668, 0.2466866374015808, 0.4652969539165497, -0.046045687049627304, 0.15025517344474792, -0.16488033533096313, 0.8371874690055847, -0.1427699476480484, -0.17953823506832123]"
26,"[-0.8968019485473633, 0.08841631561517715, -0.2511359751224518, 0.3192433714866638, -0.5803893804550171, 0.020822105929255486, 0.3658865690231323, -0.0496659055352211, -0.23468740284442902, -0.17648646235466003, 0.007479047868400812, -0.3679037094116211, -0.40893569588661194, -0.09144220501184464, -0.20389202237129211, 0.519152820110321, 0.23020367324352264, 0.02583135850727558, 0.008196168579161167, -0.14740100502967834, 0.2021781951189041, -0.1834172010421753, 0.18198096752166748, 0.42308011651039124, -0.033653877675533295, -0.011971501633524895, 0.26997557282447815, 0.4364151656627655, -0.015295357443392277, -0.27781400084495544]"
36,"[-0.698237419128418, 0.08107670396566391, -0.8644877076148987, 0.46035036444664, -0.1690002679824829, -0.08661072701215744, 0.5725911259651184, -0.1541333645582199, 0.16530367732048035, -0.43532276153564453, 0.1348094344139099, -0.21807654201984406, -0.2302526831626892, -0.034023821353912354, -0.45688337087631226, 0.0574340894818306, 0.21262042224407196, -0.26839014887809753, 0.1690099835395813, -0.5842625498771667, -0.225766122341156, -0.259502649307251, 0.4422975778579712, -0.06706907600164413, 0.32222482562065125, -0.18751579523086548, 0.04752078279852867, 0.5831037759780884, 0.032639279961586, -0.2494083046913147]"
46,"[-0.823820173740387, 0.2100485861301422, -0.3868061602115631, 0.43684303760528564, -0.7956651449203491, 0.05678088963031769, 0.4522969126701355, 0.08496374636888504, -0.042179226875305176, 0.1523313671350479, 0.15179988741874695, -0.40014493465423584, -0.8071970343589783, -0.5860938429832458, -0.3164724111557007, 0.4644189476966858, 0.20671845972537994, -0.18050947785377502, -0.21544970571994781, -0.14952468872070312, 0.4124791622161865, -0.287990540266037, 0.8648910522460938, 0.4192349910736084, -0.27651381492614746, 0.10862588882446289, 0.31864795088768005, 0.6954447031021118, -0.18044546246528625, -0.03211762011051178]"
56,"[-0.8017460107803345, -0.019871938973665237, -0.4475649893283844, 0.1842062920331955, -0.8614326119422913, 0.4988180100917816, 0.5292483568191528, -0.38337576389312744, -0.5627486109733582, -0.012744850479066372, 0.02602256089448929, -0.16503103077411652, -0.5061963200569153, -0.24889346957206726, -0.13320063054561615, 0.5905669927597046, 0.5905280709266663, -0.10335809737443924, -0.017676685005426407, -0.38527628779411316, 0.34855955839157104, -0.3964221179485321, 0.30771738290786743, 0.45133188366889954, -0.18225497007369995, -0.10420667380094528, 0.13597789406776428, 0.39391857385635376, -0.23225080966949463, -0.14751863479614258]"
66,"[-0.7467667460441589, 0.19168558716773987, -0.3114517629146576, 0.38447946310043335, -0.521160364151001, 0.43712952733039856, 0.3514374792575836, -0.1763204038143158, -0.3212861120700836, -0.3485305905342102, -0.048803918063640594, -0.417248010635376, -0.4763078987598419, -0.28178516030311584, -0.3175850510597229, 0.7997075319290161, 0.4781413972377777, 0.1064455658197403, 0.22432714700698853, -0.3705853223800659, 0.28863325715065, -0.1587797850370407, -0.04936549812555313, 0.4493533968925476, -0.17932000756263733, 0.37296822667121887, -0.005405107047408819, 0.7330703735351562, -0.40432557463645935, -0.1731075495481491]"
76,"[-1.054836630821228, 0.5975531935691833, 0.18480178713798523, 0.950457751750946, 0.16554220020771027, -0.07939878106117249, 0.030542390421032906, -0.46144598722457886, -0.2904099225997925, -0.39713117480278015, 0.09255871176719666, -0.33775705099105835, 0.16196832060813904, -0.168659970164299, -0.01123872771859169, 0.6470559239387512, -0.0009775663493201137, -0.060935501009225845, 0.19414693117141724, -0.335867702960968, -0.14827895164489746, -0.46753203868865967, 0.03271126374602318, 0.1644608974456787, -0.05504496768116951, 0.7923098206520081, 0.2746209502220154, 0.19299659132957458, -0.17028124630451202, -0.8147726058959961]"
86,"[-0.6867927312850952, 0.25278013944625854, -0.2408139705657959, 0.41855287551879883, -0.5553924441337585, 0.19295145571231842, 0.65763920545578, 0.0533389151096344, -0.17562927305698395, -0.025231515988707542, 0.04382576420903206, -0.03559822961688042, -0.5894432067871094, -0.3808927834033966, -0.46060657501220703, 0.5352499485015869, 0.5145235061645508, -0.12695929408073425, 0.15033042430877686, -0.3080017864704132, 0.32416224479675293, -0.14073537290096283, 0.24487672746181488, 0.5796729922294617, -0.10623113065958023, 0.031520139425992966, 0.30050694942474365, 0.4470113217830658, -0.10453017055988312, -0.11639441549777985]"
96,"[-0.41766974329948425, 0.2942962944507599, -0.40515661239624023, 0.15148507058620453, -0.9178178310394287, 0.08412209898233414, 0.5079894661903381, -0.08907799422740936, -0.38456279039382935, -0.06727290153503418, -0.0753653421998024, -0.5570703148841858, -0.6394830942153931, -0.19063010811805725, 0.033908743411302567, 0.7450642585754395, -0.00291406805627048, -0.019914742559194565, 0.22861328721046448, 0.10824145376682281, 0.11537383496761322, 0.06718360632658005, 0.8942092061042786, 0.9316022992134094, -0.20529818534851074, -0.18084321916103363, -0.1025167927145958, 0.7521810531616211, -0.2864709496498108, -0.82377028465271]"
106,"[-1.1873314380645752, -0.05664202570915222, -0.12640011310577393, 0.0874694213271141, -0.7792360782623291, 0.08481036871671677, 0.45758137106895447, 0.17765916883945465, -0.12292176485061646, 0.04030611366033554, 0.022016797214746475, 0.07962268590927124, -0.41016703844070435, -0.4463628828525543, -0.14932650327682495, 0.34991952776908875, 0.44875508546829224, 0.36417216062545776, 0.10218150168657303, -0.30871352553367615, 0.1443907916545868, -0.26557841897010803, 0.3410753905773163, 0.5070428848266602, -0.11739818751811981, 0.04044202342629433, 0.5444822311401367, 0.6301233768463135, -0.04648514837026596, -0.34521669149398804]"
116,"[0.08158791065216064, 0.1310960054397583, -0.12022878229618073, 0.6799490451812744, -1.2103431224822998, -0.2996464967727661, 0.3194676637649536, 0.3622170388698578, 0.09907041490077972, 0.056740522384643555, 0.5009501576423645, -0.49686121940612793, -0.5410732626914978, -0.6207662224769592, -0.6520199775695801, 0.6332956552505493, 0.4683987498283386, -0.3987293541431427, 0.3460008203983307, -0.013768916949629784, 0.1644873321056366, 0.08493832498788834, 0.5757133960723877, 0.5841361880302429, -0.16179218888282776, 0.18420885503292084, 0.5471407175064087, 0.35386645793914795, 0.12862832844257355, -0.08787139505147934]"
126,"[-0.5834068059921265, 0.06796928495168686, 0.056274715811014175, 0.21877986192703247, -1.1033604145050049, -0.10527053475379944, 0.6636540293693542, 0.0630272924900055, 0.3073384761810303, 0.2972223162651062, -0.4382305443286896, 0.1783619225025177, -1.016053557395935, 0.025656580924987793, -0.6093934178352356, 0.09969989210367203, 0.15346306562423706, -0.570334792137146, -0.06699543446302414, -0.12349675595760345, 0.056487198919057846, 0.08088131248950958, 0.9730461239814758, 0.546476423740387, 0.2306252419948578, -0.3688080906867981, 0.14414376020431519, 0.4458906650543213, -0.24131999909877777, 0.08987809717655182]"
136,"[-0.525165855884552, 0.14213590323925018, -0.37774914503097534, 0.3818298876285553, -0.8984913229942322, 0.043944112956523895, 0.4330279529094696, 0.2977856993675232, -0.3950693905353546, -0.34341976046562195, -0.475446879863739, 0.08443251997232437, -0.6316832900047302, 0.1396256536245346, -1.2108752727508545, 0.724437952041626, -0.23868328332901, -0.2182895690202713, 0.18863855302333832, -0.36036449670791626, -0.0986325666308403, -0.1637878715991974, 0.4493606388568878, 0.7810435891151428, -0.20037299394607544, -0.12434779852628708, 0.21217817068099976, 0.11588103324174881, -0.00027611677069216967, -0.6193894147872925]"
146,"[-0.4646053612232208, 0.18621337413787842, -0.522784948348999, 0.5083388686180115, -0.3448486924171448, 0.5218072533607483, 0.612770676612854, 0.20466263592243195, -0.694498598575592, -0.0404137447476387, -0.17096006870269775, -0.05522071197628975, -0.6125044822692871, -0.2775462865829468, -0.6118940114974976, 0.5072342157363892, -0.0496266707777977, 0.2560053765773773, -0.25155583024024963, -0.41115954518318176, 0.37038105726242065, -0.002146703191101551, 0.27313652634620667, 0.29122981429100037, -0.06802388280630112, 0.05680915713310242, 0.17769943177700043, 0.6940824389457703, -0.10642113536596298, -0.24377615749835968]"
